s,a,r,sp
4093,1,0,87567
90164,0,-1,60380
33093,0,0,8834
45166,1,0,95243
3810,0,-1,95645
71284,1,0,62607
52372,0,0,85075
4392,0,0,13685
27122,1,0,36771
85075,0,0,59284
13685,2,0,84765
36771,0,0,35558
59284,0,0,9455
84765,0,-1,32376
93179,0,-1,99071
45002,1,0,15345
75815,1,0,46895
68203,1,0,49946
56734,1,0,77340
97746,0,0,5231
59779,1,0,34606
39417,1,0,76767
76982,0,0,66081
49161,0,0,68190
12606,0,0,96502
56863,2,0,70446
60137,0,0,95483
4690,0,-1,95491
795,0,0,8681
1234,0,-1,63263
20413,0,0,83883
14726,0,-1,40932
91562,0,0,63102
88186,0,-1,41736
34777,1,0,21472
20829,1,0,36670
74330,1,0,56073
1748,1,0,83467
42760,1,0,26234
21472,0,0,86697
43289,1,0,80639
19741,0,0,88558
81981,0,0,86971
17935,0,0,6354
18158,0,0,66208
54348,0,0,42767
88558,0,0,93450
86971,0,-1,95512
4762,0,-1,52708
398,0,-1,81270
17901,0,-1,82155
31761,1,0,2104
1461,1,0,33654
10201,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,1,0,34606
39417,0,0,53737
25115,0,0,9262
49161,0,0,60815
43864,1,0,33787
34606,0,0,44247
53737,0,-1,57699
7466,0,-1,51975
48786,0,-1,23935
13097,0,0,24465
75820,0,0,14862
69688,0,-1,13810
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,29831
2544,0,0,65120
47237,0,0,51845
73562,0,0,81711
74028,1,0,25064
56687,0,-1,43529
73230,0,-1,317
64719,0,0,22722
34620,1,0,44269
22722,0,0,36490
52290,0,0,71778
36490,0,0,39920
71778,0,-1,83568
71135,1,0,57830
1948,1,0,73028
10688,1,0,92431
99219,1,0,19825
40231,0,0,43840
98388,0,0,30373
39139,0,0,92346
15591,1,0,31180
87770,2,0,45862
43840,0,0,652
34523,0,0,34023
594,0,-1,54020
4486,1,0,21529
57017,0,0,1748
39419,0,-1,15062
89266,0,0,63624
91338,0,0,69777
33407,0,-1,4354
25170,0,-1,62254
73681,1,0,44024
43381,1,0,75574
52121,1,0,78625
24300,0,0,46615
84197,0,0,5231
59779,0,0,91764
39417,1,0,76767
76982,1,0,92571
24253,0,-1,67703
81514,0,0,96645
64365,0,-1,70679
57012,1,0,46935
42092,0,0,35092
69714,0,-1,45687
18663,0,0,38445
94468,0,0,18834
38445,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
83359,0,0,18380
86410,0,0,22903
67862,0,0,79138
87567,0,0,55136
52929,0,0,92876
76837,0,0,31737
4690,0,-1,95491
795,0,0,8681
8081,0,-1,63263
53524,0,-1,96710
75469,0,-1,61637
84899,0,0,1488
54599,1,0,86792
63339,1,0,28730
35518,1,0,56124
92882,1,0,60004
1488,0,-1,61635
50700,1,0,12211
67838,0,0,77614
99331,0,0,90534
14884,1,0,49592
12211,0,0,47803
62735,0,0,97180
68851,0,-1,91495
42105,0,0,97628
646,0,0,33349
80490,0,-1,32376
2416,0,-1,99071
81466,1,0,51809
12279,1,0,83359
21019,0,0,91145
25909,1,0,91276
66921,1,0,50395
45633,1,0,15757
60831,0,0,32566
27859,0,-1,70791
76423,0,0,8157
61587,1,0,51510
22677,0,0,16369
75480,0,-1,95873
68113,0,0,50342
37094,0,0,20253
91420,0,-1,11850
55889,0,0,36490
25800,0,-1,83568
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,0,0,79775
78470,1,0,831
96069,1,0,66193
11267,0,0,73843
69136,0,-1,3377
28862,0,0,20567
61587,1,0,51510
22677,0,0,16369
75480,0,-1,95873
1200,0,0,23852
37094,1,0,46743
91420,0,-1,11850
74011,0,0,80513
52290,0,0,71778
80513,0,-1,51174
39923,1,0,10266
70736,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
28672,0,0,85985
15591,0,0,8840
8272,0,0,17579
17935,1,0,69144
20499,0,0,66432
69585,0,-1,54020
81456,0,-1,5428
81603,0,0,26193
37094,0,0,20253
91420,0,-1,11850
1881,0,0,52571
25800,0,-1,83568
81466,1,0,51809
12279,0,0,46098
21019,0,0,28844
47256,1,0,67862
4620,1,0,10629
66980,1,0,37104
156,0,-1,41689
85800,0,-1,93229
13994,1,0,65273
49948,1,0,62121
13476,0,0,97724
80782,0,0,80803
72579,0,0,69549
97874,0,0,27471
97254,0,-1,28669
91033,0,0,43695
88372,2,0,54155
43695,0,0,69688
54155,0,-1,828
58938,0,0,36640
28638,1,0,60831
37378,1,0,63882
25909,1,0,91276
66921,0,0,740
36640,0,-1,49917
22630,1,0,493
881,1,0,96658
32374,0,0,82339
22546,0,0,30176
28599,0,0,55533
38280,1,0,60026
20587,0,0,73258
82163,0,-1,83055
79303,0,-1,10358
59681,0,0,53735
37053,0,0,32528
53735,0,-1,73973
81466,1,0,51809
12279,0,0,63897
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
69608,2,0,39732
63897,0,-1,72749
11086,0,0,5634
27351,1,0,85443
65439,0,0,4824
14624,0,0,15945
46099,0,-1,51975
88435,0,0,29067
73741,1,0,84759
57598,2,0,12757
29067,0,-1,23935
28438,0,0,12335
61445,0,-1,11296
76214,1,0,62909
7027,0,0,36325
2465,1,0,84357
74644,1,0,56536
2529,0,0,39631
98388,1,0,56863
28672,0,0,90135
19741,0,0,88558
81981,1,0,33433
36206,0,-1,96223
1866,0,0,36887
40016,0,-1,12893
15850,0,0,73815
38475,1,0,79869
66460,0,-1,84224
30509,0,0,19608
27362,0,0,46464
19608,0,-1,73973
34539,0,0,12241
65352,1,0,36432
57740,0,0,27859
46271,1,0,66877
87283,1,0,9644
12241,0,-1,97406
31232,1,0,9095
93031,0,0,50210
76937,1,0,85254
74028,1,0,25064
6342,0,0,12774
50210,0,-1,47154
7525,0,0,95743
71191,0,0,26714
29732,0,0,1322
16,0,-1,61397
2416,0,-1,99071
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,1,0,18351
13804,0,0,64494
72923,0,0,24140
56407,0,-1,1923
9657,0,-1,71356
66434,0,0,89388
374,2,0,21783
56536,0,-1,11536
61322,0,0,95746
50802,0,0,56282
19608,0,-1,73973
73681,1,0,44024
43381,1,0,75574
52121,0,0,8421
43185,1,0,8552
84197,1,0,67671
62909,1,0,33033
78107,0,0,59136
80342,0,-1,52732
57145,0,0,65411
61587,1,0,51510
22677,0,0,16369
44257,0,0,23925
96645,0,-1,4169
15916,0,0,12862
73620,0,-1,88466
22464,0,-1,41579
45726,1,0,32421
15426,1,0,47619
24166,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,0,0,34523
43289,1,0,80639
67874,1,0,98962
8272,0,0,17579
17935,0,0,6354
97469,0,-1,20429
41526,0,0,9095
15237,0,0,43475
58527,0,0,73258
72658,0,-1,83055
79303,0,-1,10358
42647,0,-1,73973
50805,1,0,21148
20505,1,0,52698
29245,1,0,55749
17776,0,0,28666
2529,0,0,8397
6041,0,0,99139
46792,0,0,92346
15591,1,0,31180
21013,1,0,66991
39631,0,-1,64762
16627,0,0,20806
81961,0,-1,12893
5756,1,0,91338
85133,0,0,39272
89266,0,0,63624
91338,0,0,69777
39272,0,-1,4354
25170,0,-1,62254
41178,1,0,27873
27230,1,0,43071
80731,1,0,62474
8149,1,0,89868
49161,1,0,32635
27873,0,0,1240
83431,0,0,66511
84357,0,0,73456
56536,1,0,53515
73774,0,0,78521
99139,0,-1,62717
8834,0,0,47891
31602,0,0,80628
38624,0,0,4229
72658,0,-1,83055
1347,0,-1,10358
30509,0,0,19608
90101,2,0,46464
19608,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,1,0,72923
51809,0,0,59840
86792,1,0,89628
28730,0,0,83796
27931,0,-1,34220
94907,2,0,45967
38708,0,0,70584
56459,1,0,72731
59810,0,-1,50527
3067,0,0,30435
17858,0,-1,10131
86560,0,0,1276
2416,0,-1,99071
31850,1,0,2193
62663,1,0,33743
71403,1,0,36794
43582,1,0,64188
84594,1,0,6955
2193,2,0,72317
33743,0,0,99591
67621,0,0,98962
8272,2,0,5251
86623,1,0,76546
77365,0,0,76865
594,0,-1,54020
33630,0,0,22981
57017,0,0,1748
49162,0,0,4634
48563,0,0,16132
22981,0,-1,5428
97254,0,-1,28669
69688,0,-1,13810
66057,1,0,52752
13222,1,0,84302
5610,1,0,87353
94141,0,0,21206
58788,1,0,42262
21148,1,0,7624
52698,0,0,66511
84357,0,0,73456
31628,0,-1,60050
44717,0,0,69300
90855,2,0,13639
40938,1,0,80533
59532,0,-1,47024
17518,0,0,12273
40533,0,0,87627
48089,0,0,74082
12273,0,0,79669
87627,0,-1,88466
8046,0,-1,41579
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,0,0,37643
95154,1,0,43864
59779,1,0,34606
39417,0,0,53737
76982,0,0,66081
37643,0,0,74055
73774,0,0,78521
25629,1,0,39212
61112,0,-1,96308
45821,0,-1,3711
1200,0,0,23852
97469,0,-1,86798
95088,0,0,88186
84542,0,0,91044
88186,0,-1,41736
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,1,0,70400
46045,1,0,13167
8405,0,0,27586
39417,1,0,76767
76982,0,0,66081
49161,0,0,60815
43864,0,0,71146
27586,0,0,85324
76767,0,0,95761
66081,0,-1,43755
65411,2,0,24818
63920,0,-1,71409
14114,0,-1,24273
2304,0,0,3893
2587,0,-1,7585
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,0,0,79775
78470,1,0,831
96069,1,0,66193
74006,0,-1,22190
60527,0,0,70327
28249,0,-1,31392
56495,0,0,13768
23568,1,0,122
9367,0,0,66216
27954,0,0,22910
64637,1,0,95898
66216,0,0,64854
22910,0,-1,33042
84855,0,0,13093
83159,0,-1,4215
45002,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,90160
39417,1,0,76767
76982,1,0,92571
49161,0,0,60815
43864,0,0,71146
90160,0,-1,24108
6342,0,0,12774
95521,0,0,74425
77828,0,-1,60261
28849,2,0,45892
48910,0,-1,77084
1751,0,-1,78968
14823,0,0,28321
1895,1,0,43289
98962,1,0,19741
87493,1,0,8272
99026,1,0,86623
28321,0,0,85749
90953,0,0,594
93450,0,0,12938
81981,0,0,86971
17935,1,0,69144
85749,0,0,72682
594,0,-1,54020
81456,0,-1,5428
26174,0,-1,28669
43695,1,0,96178
26955,0,0,49739
96178,0,0,15666
49739,0,-1,828
66057,1,0,52752
13222,1,0,84302
5610,2,0,87353
94141,1,0,14747
35153,0,0,92607
21148,0,0,34961
46792,1,0,67790
84357,0,0,4690
87770,1,0,45862
39631,0,-1,64762
57128,1,0,28381
71241,0,0,89782
83542,0,-1,7795
86652,0,0,20471
37443,0,0,50688
91286,0,0,21777
20471,0,-1,46397
50861,0,-1,18352
81466,1,0,51809
12279,1,0,83359
21019,0,0,28844
47256,1,0,67862
4620,0,0,37912
82805,1,0,52929
98003,0,0,81916
38322,0,0,16637
56536,1,0,53515
8397,0,-1,44260
38967,0,0,44438
99051,0,0,36028
55672,0,-1,7795
86652,1,0,83285
53524,0,-1,96710
21758,0,0,61051
60698,0,0,79800
61051,0,-1,61637
31761,1,0,2104
1461,1,0,33654
10201,1,0,75592
82380,1,0,2986
39744,0,0,5231
59779,1,0,34606
39417,0,0,53737
76982,0,0,73456
56536,1,0,53515
12606,0,0,96502
56863,0,0,87006
96496,0,0,90953
12938,0,-1,23673
18808,0,0,79915
1234,0,-1,63263
53524,0,-1,96710
21758,0,0,61051
2587,0,-1,7585
58938,1,0,45633
28638,1,0,60831
37378,0,0,22780
41192,0,0,21530
42760,1,0,26234
21472,1,0,91596
36670,1,0,39506
66984,0,0,52021
67012,0,0,25618
17935,0,0,6354
20499,0,0,66432
54348,1,0,5408
35418,0,-1,23673
85637,0,0,35808
8081,0,-1,63263
53524,0,-1,96710
17751,0,0,74735
69565,0,-1,7585
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,0,0,74785
19678,0,0,27308
39139,1,0,60137
15591,0,0,4690
87770,0,0,3574
43781,0,0,91475
18158,0,0,66208
54348,1,0,5408
12938,0,-1,23673
79183,0,-1,66320
48611,0,0,98782
14697,0,-1,88466
25859,0,0,66491
23545,0,-1,99071
31850,1,0,2193
62663,1,0,33743
71403,1,0,36794
43582,1,0,64188
84594,0,0,34765
2193,1,0,72317
33743,0,0,99591
67621,0,0,98962
8272,1,0,5251
43781,0,0,91475
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
57017,0,0,1748
63173,0,0,71612
51153,0,-1,95267
65943,0,-1,55760
34079,0,-1,51174
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
51881,0,0,34961
46792,1,0,67790
84357,0,0,73456
56536,0,0,99424
66121,0,0,30257
86697,0,0,86197
54348,0,0,42767
12938,0,-1,23673
79183,2,0,79915
8081,0,-1,63263
91451,0,0,5250
14726,0,-1,40932
83473,2,0,39836
90837,0,0,57603
39836,0,-1,5972
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,0,0,22903
67862,1,0,26127
10629,0,0,55136
71051,0,-1,49107
73193,0,0,5132
88843,0,-1,47154
7525,0,0,3396
57935,0,-1,26558
3698,0,-1,53216
41178,1,0,27873
27230,1,0,43071
80731,1,0,62474
8149,0,0,13052
34282,1,0,56643
51881,0,0,27586
39417,1,0,76767
76982,1,0,92571
24253,0,-1,67703
13483,0,0,69300
64603,0,0,74456
60331,0,0,1407
42108,0,0,32685
4762,0,-1,52708
398,0,-1,81270
53283,0,0,6490
59588,0,-1,89476
38062,0,0,92937
66511,1,0,46792
2465,0,0,80064
66991,1,0,87770
94876,1,0,66121
24171,0,0,32919
43289,1,0,80639
23101,0,0,48933
81981,1,0,33433
17935,1,0,69144
88315,0,-1,20429
41526,0,0,9095
15237,0,0,43475
38624,0,0,4229
30769,0,0,31026
9095,0,-1,96982
65943,0,-1,55760
34079,0,-1,51174
77330,1,0,47673
8143,1,0,79223
16883,0,0,77933
12697,0,0,21013
94876,1,0,66121
98388,1,0,56863
39139,0,0,96496
23101,0,0,48933
43348,1,0,25618
17935,1,0,69144
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
5809,0,0,18778
49162,0,0,4634
51153,0,-1,95267
65943,0,-1,55760
39920,0,-1,51174
3485,1,0,90180
73185,1,0,5378
81925,1,0,8429
70456,1,0,35823
11468,1,0,94942
90180,0,0,77771
43610,0,0,1895
19741,0,0,88558
81981,0,0,86971
17935,1,0,69144
97469,0,-1,20429
60821,0,0,75900
26762,0,0,80628
82647,0,-1,57796
27122,0,0,34192
9455,0,-1,18466
17767,0,0,66603
52728,0,-1,4086
81466,0,0,1488
54599,0,0,52072
26993,1,0,53497
15524,1,0,80891
56536,1,0,40010
42607,0,-1,32911
99848,0,0,27112
88203,1,0,38280
19696,1,0,28013
77900,0,0,12595
19561,0,-1,96982
73493,0,0,23049
67325,1,0,43084
32218,0,0,52000
23049,0,-1,55760
92190,0,0,29305
80232,0,0,12217
29305,0,-1,51174
41178,1,0,27873
27230,1,0,43071
80731,1,0,62474
8149,1,0,89868
49161,1,0,32635
27873,0,0,1240
83431,0,0,59136
76982,1,0,92571
49161,0,0,60815
43864,0,0,71146
91764,0,-1,31483
16487,0,0,43741
95243,0,0,33536
20587,0,0,73258
72658,0,-1,83055
1347,0,-1,10358
46190,0,-1,73973
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,0,0,13105
41712,0,0,92402
831,1,0,75802
84315,0,-1,52307
60041,0,-1,37396
67097,0,0,64226
4412,0,0,9233
57336,2,0,46135
65943,2,0,1303
9233,0,0,46416
46135,0,0,67457
1303,0,-1,55760
52571,0,-1,51174
81466,1,0,51809
12279,1,0,83359
21019,0,0,28844
47256,0,0,73886
11468,1,0,94942
90180,0,0,77771
43610,1,0,7559
35037,0,0,52021
67012,0,0,25618
17935,1,0,69144
97469,0,-1,20429
41526,1,0,96685
72395,0,-1,24542
88944,2,0,45283
93410,0,0,78230
31508,0,0,65327
45283,0,0,84151
78230,0,-1,81977
74735,0,-1,61637
31761,1,0,2104
1461,1,0,33654
10201,0,0,71377
74644,1,0,56536
2529,1,0,73774
6041,1,0,25629
46792,1,0,67790
71377,0,0,16637
56536,0,0,99424
66121,0,0,30257
77365,0,0,76865
54348,0,0,42767
35418,0,-1,23673
79183,0,-1,66320
79669,0,-1,37883
30257,0,0,32590
71210,0,-1,96377
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,0,0,51867
89449,1,0,72923
51809,0,0,57854
1158,1,0,48755
92585,0,-1,10059
35544,0,-1,26332
90298,1,0,2471
30796,0,0,38360
65536,0,0,15904
80431,0,0,2453
14697,1,0,31921
15904,0,0,25545
2453,2,0,88867
31921,0,-1,88466
50888,0,0,25097
93179,0,-1,99071
36929,1,0,7272
67742,0,0,35280
10201,1,0,75592
82380,0,0,28666
2529,1,0,73774
6041,1,0,25629
503,0,-1,96308
2422,1,0,13636
56419,2,0,38689
31006,1,0,43179
53233,0,0,38202
13636,0,0,47755
38689,0,0,26329
86216,0,0,25979
51153,0,-1,95267
23049,0,-1,55760
39920,0,-1,51174
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,0,0,21102
4882,0,0,13003
39955,1,0,42791
43006,0,0,56203
49161,1,0,62492
1022,0,-1,13026
81243,0,-1,19534
5867,0,0,49501
428,0,0,7867
44317,0,0,95716
79303,0,-1,10358
42647,2,0,19608
11681,0,0,56282
19608,0,-1,73973
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,0,0,44082
81664,1,0,48786
44024,1,0,14148
75574,0,0,13128
81158,0,0,56203
24253,0,-1,60328
6108,0,0,69578
7485,1,0,30269
67917,0,-1,44282
48841,0,0,96891
6262,0,-1,61271
93645,0,0,98243
22338,0,-1,70968
41717,0,0,28321
1895,1,0,43289
98962,1,0,19741
87493,1,0,8272
99026,1,0,86623
28321,0,0,85749
90953,1,0,54348
93450,1,0,39601
81981,0,0,86971
17935,0,0,6354
85749,0,0,72682
54348,0,0,42767
39601,0,0,59633
86971,0,-1,95512
4762,0,-1,52708
75256,0,0,29318
4171,0,-1,94759
30591,0,-1,4215
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,0,0,69666
52009,1,0,74370
69608,1,0,39732
1158,1,0,48755
92585,0,-1,10059
35544,2,0,6870
53755,0,0,37968
65240,0,0,43325
8435,0,0,25576
79183,0,-1,66320
79669,0,-1,37883
62466,1,0,32590
61807,0,0,59799
32590,0,0,71883
59799,0,0,71210
71883,0,-1,18352
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,1,0,13804
89449,1,0,72923
51809,0,0,71578
98530,1,0,1366
28844,0,-1,45191
34471,0,0,74542
21427,1,0,12750
5491,0,0,9711
95586,0,0,31567
96645,0,-1,4169
15916,0,0,12862
14697,0,-1,88466
25097,0,-1,41579
81721,0,0,28321
1895,1,0,43289
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
72682,1,0,18158
90953,1,0,54348
3544,0,0,48933
81981,0,0,86971
17935,1,0,69144
18158,0,0,66208
54348,0,0,42767
48933,0,0,15699
86971,2,0,67252
69144,0,0,39749
66208,0,-1,20429
9095,0,-1,96982
65943,0,-1,55760
34079,0,-1,51174
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
4882,1,0,36119
36432,0,0,69897
37927,0,0,94812
87770,0,0,3574
86623,0,0,4966
20499,0,0,66432
594,0,-1,54020
33630,0,0,22981
17368,0,-1,51561
56882,0,0,36401
58861,0,-1,14867
89642,0,-1,33065
58938,0,0,12241
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
12241,0,-1,53440
42505,1,0,4016
43291,0,0,2310
15546,0,0,20587
77900,1,0,67823
49101,0,0,45392
15237,0,0,43475
82647,0,-1,57796
27122,0,0,34192
2858,0,0,33349
80490,0,-1,32376
2416,2,0,93179
50888,0,0,25097
93179,0,-1,99071
34539,0,0,15764
7762,1,0,39955
16502,0,0,71377
74644,1,0,56536
2529,1,0,73774
92699,2,0,99139
46792,1,0,67790
71377,0,0,47871
87770,1,0,45862
66121,1,0,33509
30373,0,-1,66867
49101,0,0,45392
72395,0,-1,24542
3399,0,0,16
93410,0,0,78230
91681,0,0,1322
16,0,-1,61397
2416,0,-1,99071
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,1,0,70400
46045,2,0,13167
8405,1,0,94881
39955,0,0,59136
76982,1,0,92571
49161,0,0,68190
73774,0,0,78521
25629,0,0,82856
58858,0,0,35887
51682,0,0,94212
86971,0,-1,95512
4762,0,-1,52708
59321,0,-1,81270
78066,0,-1,82155
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,0,0,84381
51809,0,0,56407
83359,1,0,86195
86410,0,0,85197
13804,1,0,10956
84381,0,-1,52896
27011,0,-1,99799
24995,0,0,90203
44171,0,-1,12633
10057,0,0,89590
75756,2,0,7949
89590,0,0,26773
7949,0,-1,53216
14823,1,0,46279
45636,1,0,16716
54376,0,0,67874
87493,1,0,8272
99026,1,0,86623
2538,0,0,5785
90953,0,0,594
51521,0,0,35418
81981,0,0,86971
17935,1,0,69144
5785,0,0,34023
594,0,-1,54020
90788,0,-1,5428
26174,0,-1,28669
43695,1,0,96178
44738,0,0,88372
96178,0,0,15666
88372,0,-1,828
96110,0,0,90164
26923,1,0,98003
35663,1,0,17406
63081,1,0,44800
4093,1,0,87567
90164,0,-1,49107
38172,1,0,16035
55310,0,0,63701
76937,1,0,85254
74028,0,0,37474
6342,0,0,12774
63701,0,0,89805
85254,2,0,24849
37474,0,-1,59991
57154,0,-1,30089
99050,0,-1,75091
62677,1,0,49372
32377,1,0,64570
41117,1,0,67621
29648,0,0,80402
99026,0,0,28029
34023,0,0,97469
90953,1,0,54348
93450,0,0,12938
43348,0,0,18216
28029,2,0,4966
97469,0,-1,20429
41526,1,0,96685
63063,0,-1,24542
81518,0,-1,61397
80632,0,0,56848
25859,1,0,96939
56848,0,0,88833
96939,0,0,57066
88833,0,-1,99071
48553,1,0,35248
18253,0,0,77086
52007,1,0,17398
24186,1,0,44792
81550,1,0,87559
43910,0,0,86697
35887,0,0,94493
93450,1,0,39601
81981,1,0,33433
17935,0,0,6354
18158,0,0,66208
94493,0,0,14275
39601,0,0,59633
33433,0,0,67252
6354,0,-1,96223
77964,0,-1,79195
1347,0,-1,10358
46190,0,-1,73973
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,1,0,37456
32694,0,0,48622
75574,0,0,8049
92431,1,0,8020
19825,0,0,66991
66121,0,0,30257
34523,0,0,34023
594,0,-1,54020
4486,0,0,95039
5809,0,0,18778
91051,2,0,4634
18720,0,0,62354
95039,0,-1,5428
64232,0,-1,28669
69688,0,-1,13810
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,0,0,4153
32694,0,0,48622
75574,1,0,78410
78625,0,0,99947
6019,0,0,59242
79129,0,0,57893
91764,0,-1,31483
97365,1,0,52524
96218,0,-1,39501
99134,0,-1,22098
92715,0,0,23783
25859,0,0,66491
23783,0,0,32014
66491,0,-1,41579
9374,0,0,3428
40187,1,0,11267
48927,1,0,14318
76345,1,0,41712
78470,1,0,831
3428,0,-1,52307
25020,1,0,2883
42158,0,0,99113
20830,1,0,78946
58918,0,0,45542
49101,0,0,45392
63063,0,-1,24542
3399,0,0,16
24388,2,0,88050
91681,0,0,1322
16,0,-1,61397
56848,0,0,88833
50888,0,0,25097
88833,0,-1,99071
45002,1,0,15345
75815,0,0,36325
2465,1,0,84357
74644,0,0,62862
94876,0,0,43781
2538,1,0,77365
71709,0,0,30315
93450,1,0,39601
34057,0,-1,95512
64473,0,-1,52708
88716,1,0,9882
62240,0,0,23323
82265,1,0,5049
9882,0,0,73328
23323,0,0,85158
5049,0,0,62638
73328,0,-1,81270
82840,0,-1,82155
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
51881,0,0,34961
46792,0,0,61112
84357,1,0,99946
56536,0,0,99424
66121,0,0,30257
86697,0,0,86197
594,2,0,42767
39601,0,0,59633
86971,0,-1,95512
4762,0,-1,52708
18098,0,0,94695
4171,0,-1,94759
30591,0,-1,4215
41178,1,0,27873
27230,0,0,46170
4739,1,0,86482
93270,1,0,13876
34282,0,0,5231
59779,1,0,34606
93128,2,0,53737
76982,0,0,73456
56536,1,0,53515
12606,0,0,96502
56863,0,0,87006
96496,0,0,90953
12938,0,-1,23673
18808,1,0,51025
1234,0,-1,63263
53524,0,-1,96710
21758,0,0,61051
60698,0,0,79800
61051,0,-1,61637
38062,1,0,8405
7762,1,0,39955
16502,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,0,0,91764
39417,1,0,76767
25115,0,0,9262
49161,0,0,68190
73774,0,0,9755
30373,0,-1,66867
49101,1,0,4260
92969,0,0,59150
82647,0,-1,57796
87497,0,-1,45687
18663,2,0,89743
30927,0,0,55337
89743,0,0,33542
55337,0,-1,89476
96637,1,0,66980
66337,0,0,68117
81925,1,0,8429
70456,1,0,35823
11468,1,0,94942
90180,1,0,60304
68117,2,0,40399
8429,0,0,46103
35823,1,0,32975
94942,0,0,62511
60304,0,0,94670
78631,0,0,35887
